label,in_change,out_change,in_file,out_file,in_loc,out_loc,in_change_file_r,out_change_file_r,in_change_loc_r,out_change_loc_r
279,0.0,7,1,739,181,113945,0.0,0.009472259810554804,0.0,3.394096550894841e-07
280,0.0,189,1,739,106,114020,0.0,0.2557510148849797,0.0,1.5637772916370185e-05
281,7.0,535,2,738,678,113448,1.75,0.3624661246612466,1.5227852176712698e-05,6.955482209670632e-06
282,0.0,149,1,739,96,114030,0.0,0.20162381596752368,0.0,1.3611184191294689e-05
283,0.0,32,1,739,46,114080,0.0,0.04330175913396482,0.0,6.097932800780535e-06
284,0.0,45,1,739,5,114121,0.0,0.06089309878213803,0.0,7.886366225322246e-05
285,0.0,0,1,739,247,113879,0.0,0.0,0.0,0.0
286,0.0,2,1,739,25,114101,0.0,0.0027063599458728013,0.0,7.011332065450785e-07
287,0.0,351,1,739,243,113883,0.0,0.4749661705006766,0.0,1.2683582663298688e-05
288,0.0,10,1,739,17,114109,0.0,0.013531799729364006,0.0,5.155029788339632e-06
289,0.0,217,2,738,156,113970,0.0,0.1470189701897019,0.0,1.220519119966343e-05
290,0.0,37,1,739,180,113946,0.0,0.05006765899864682,0.0,1.803973422108328e-06
291,0.0,39,1,739,19,114107,0.0,0.05277401894451962,0.0,1.7988656076729458e-05
292,0.0,122,1,739,82,114044,0.0,0.16508795669824086,0.0,1.3045884729128937e-05
293,0.0,28,1,739,22,114104,0.0,0.037889039242219216,0.0,1.115409865322226e-05
294,0.0,132,1,739,67,114059,0.0,0.17861975642760486,0.0,1.7273071425589766e-05
295,0.0,199,1,739,123,114003,0.0,0.2692828146143437,0.0,1.4191610561667575e-05
296,0.0,12,1,739,29,114097,0.0,0.016238159675236806,0.0,3.6266782075626516e-06
297,0.0,33,1,739,19,114107,0.0,0.044654939106901215,0.0,1.5221170526463388e-05
298,0.0,97,1,739,22,114104,0.0,0.13125845737483086,0.0,3.86409846200914e-05
299,14.0,1355,5,735,3273,110853,0.56,0.3687074829931973,1.306880942866059e-06,3.7346150157227704e-06
300,0.0,250,1,739,66,114060,0.0,0.3382949932341001,0.0,3.320952821215841e-05
301,1.0,32,2,738,293,113833,0.25,0.02168021680216802,1.1648359328588568e-05,9.59431949125881e-07
302,0.0,11,1,739,90,114036,0.0,0.014884979702300407,0.0,1.0717862975044918e-06
303,0.0,44,1,739,333,113793,0.0,0.05953991880920163,0.0,1.1611622167631764e-06
304,0.0,86,2,738,66,114060,0.0,0.058265582655826556,0.0,1.1424077704982491e-05
305,0.0,131,1,739,154,113972,0.0,0.17726657645466848,0.0,7.463669591209689e-06
306,0.0,15,1,739,75,114051,0.0,0.02029769959404601,0.0,1.7536014589964138e-06
307,0.0,9,1,739,26,114100,0.0,0.012178619756427604,0.0,3.0337760399110094e-06
308,1.0,408,2,738,775,113351,0.25,0.2764227642276423,1.6649323621227887e-06,4.6444373045074665e-06
309,0.0,137,1,739,146,113980,0.0,0.18538565629228687,0.0,8.232638747004401e-06
310,1.0,519,2,738,760,113366,0.25,0.3516260162601626,1.7313019390581717e-06,6.0238055223092045e-06
311,0.0,0,1,739,17,114109,0.0,0.0,0.0,0.0
312,0.0,33,1,739,82,114044,0.0,0.044654939106901215,0.0,3.5288048857479913e-06
313,5.0,718,5,735,3079,111047,0.2,0.19537414965986394,5.274127524817143e-07,2.099945023263808e-06
314,0.0,0,1,739,90,114036,0.0,0.0,0.0,0.0
315,0.0,251,2,738,115,114011,0.0,0.17005420054200543,0.0,1.9143843099807683e-05
316,0.0,63,1,739,141,113985,0.0,0.08525033829499323,0.0,3.919888675161626e-06
317,0.0,0,1,739,30,114096,0.0,0.0,0.0,0.0
318,0.0,87,1,739,137,113989,0.0,0.11772665764546685,0.0,5.571033137849836e-06
319,0.0,0,2,738,50,114076,0.0,0.0,0.0,0.0
320,0.0,201,1,739,211,113915,0.0,0.2719891745602165,0.0,8.362433701190274e-06
321,0.0,41,1,739,63,114063,0.0,0.05548037889039242,0.0,5.705563160653768e-06
322,3.0,102,3,737,235,113891,0.3333333333333333,0.04613297150610583,5.4323223177908555e-05,3.811034701525927e-06
323,0.0,108,1,739,450,113676,0.0,0.14614343707713126,0.0,2.111263591259369e-06
324,42.0,786,7,733,522,113604,0.8571428571428571,0.15318651335022412,0.00015413749064165235,1.3254349551395916e-05
325,0.0,14,1,739,11,114115,0.0,0.018944519621109608,0.0,1.1153023465164726e-05
326,0.0,44,1,739,7,114119,0.0,0.05953991880920163,0.0,5.508034845831356e-05
327,1.0,64,2,738,543,113583,0.25,0.04336043360433604,3.3915665306648486e-06,1.0376880349494628e-06
328,0.0,195,1,739,118,114008,0.0,0.2638700947225981,0.0,1.4494968536254963e-05
329,0.0,13,1,739,309,113817,0.0,0.017591339648173207,0.0,3.696389591273996e-07
330,0.0,486,1,739,140,113986,0.0,0.6576454668470907,0.0,3.0454867891044263e-05
331,9.0,479,3,737,431,113695,1.0,0.216644052464948,4.844935158617794e-05,9.775002502421048e-06
332,0.0,129,1,739,8,114118,0.0,0.17456021650879566,0.0,0.00014130110937801224
333,0.0,0,1,739,42,114084,0.0,0.0,0.0,0.0
334,0.0,41,1,739,101,114025,0.0,0.05548037889039242,0.0,3.56010167997725e-06
335,0.0,36,1,739,22,114104,0.0,0.04871447902571042,0.0,1.4340983982714334e-05
336,0.0,24,1,739,18,114108,0.0,0.03247631935047361,0.0,1.1684836587560323e-05
337,0.0,47,1,739,486,113640,0.0,0.06359945872801083,0.0,8.510015745339771e-07
338,0.0,86,1,739,75,114051,0.0,0.11637347767253045,0.0,1.0053981698246106e-05
339,3.0,32,2,738,158,113968,0.75,0.02168021680216802,0.0001201730491908348,1.7770922150921334e-06
340,0.0,33,1,739,55,114071,0.0,0.044654939106901215,0.0,5.259882003313726e-06
341,0.0,147,1,739,97,114029,0.0,0.19891745602165087,0.0,1.3290162305429086e-05
342,4.0,188,3,737,288,113838,0.4444444444444444,0.08502939846223428,4.8225308641975306e-05,5.734269556543314e-06
343,3.0,139,2,738,43,114083,0.75,0.09417344173441734,0.0016224986479177934,2.8335143181147794e-05
344,0.0,32,1,739,60,114066,0.0,0.04330175913396482,0.0,4.675655614585707e-06
345,0.0,43,1,739,57,114069,0.0,0.058186738836265225,0.0,6.613417886650016e-06
346,0.0,6,1,739,31,114095,0.0,0.008119079837618403,0.0,1.6963792199200157e-06
347,0.0,6,1,739,39,114087,0.0,0.008119079837618403,0.0,1.3484985480041885e-06
348,0.0,56,1,739,127,113999,0.0,0.07577807848443843,0.0,3.8679714900109985e-06
349,0.0,87,1,739,32,114094,0.0,0.11772665764546685,0.0,2.3829035707399164e-05
350,7.0,567,3,737,441,113685,0.7777777777777778,0.2564450474898236,3.599323327214484e-05,1.1309445271709423e-05
351,0.0,0,1,739,50,114076,0.0,0.0,0.0,0.0
352,0.0,30,1,739,57,114069,0.0,0.04059539918809202,0.0,4.614012479058151e-06
353,0.0,49,1,739,49,114077,0.0,0.06630581867388363,0.0,8.766008923797084e-06
354,0.0,102,1,739,96,114030,0.0,0.13802435723951287,0.0,9.317723406121197e-06
355,0.0,49,1,739,56,114070,0.0,0.06630581867388363,0.0,7.670728500043833e-06
356,0.0,202,1,739,9,114117,0.0,0.2733423545331529,0.0,0.00019667923661193727
357,20.0,444,3,737,2932,111194,2.2222222222222223,0.20081411126187246,2.3264946797719663e-06,1.3618762640450851e-06
358,0.0,74,1,739,26,114100,0.0,0.10013531799729364,0.0,2.494438077260163e-05
359,0.0,0,2,738,37,114089,0.0,0.0,0.0,0.0
360,0.0,11,1,739,74,114052,0.0,0.014884979702300407,0.0,1.3033410080371117e-06
361,0.0,3,1,739,12,114114,0.0,0.0040595399188092015,0.0,2.190791664475875e-06
362,6.0,202,3,737,697,113429,0.6666666666666666,0.0913613749434645,1.2350532822570187e-05,2.555021082528787e-06
363,0.0,23,1,739,52,114074,0.0,0.03112313937753721,0.0,3.877375145148695e-06
364,0.0,139,1,739,108,114018,0.0,0.1880920162381597,0.0,1.1288016252144723e-05
365,0.0,135,1,739,30,114096,0.0,0.18267929634641408,0.0,3.944047118216239e-05
366,0.0,55,1,739,48,114078,0.0,0.07442489851150202,0.0,1.0044297176785474e-05
367,9.0,614,3,737,271,113855,1.0,0.2777023971053822,0.00012254735093476397,1.9899720318181618e-05
368,17.0,278,3,737,539,113587,1.8888888888888888,0.1257349615558571,5.851556341882342e-05,4.540748011140121e-06
369,0.0,184,1,739,90,114036,0.0,0.2489851150202977,0.0,1.79280617037115e-05
370,0.0,31,1,739,150,113976,0.0,0.04194857916102842,0.0,1.813247233335673e-06
371,40.0,1034,4,736,1155,112971,2.5,0.35122282608695654,2.9984445568861154e-05,7.924494739695101e-06
372,0.0,148,1,739,110,114016,0.0,0.20027063599458728,0.0,1.1800576633582528e-05
373,0.0,95,1,739,124,114002,0.0,0.12855209742895804,0.0,6.720312207312718e-06
374,0.0,460,1,739,90,114036,0.0,0.6224627875507442,0.0,4.4820154259278746e-05
375,3.0,214,2,738,251,113875,0.75,0.14498644986449866,4.761829177314646e-05,7.487066006008895e-06
376,0.0,56,1,739,123,114003,0.0,0.07577807848443843,0.0,3.993619052529569e-06
377,0.0,232,1,739,51,114075,0.0,0.31393775372124494,0.0,3.9877445608968986e-05
378,1.0,6,2,738,216,113910,0.25,0.0040650406504065045,2.143347050754458e-05,2.438572362196276e-07
379,0.0,52,1,739,76,114050,0.0,0.07036535859269283,0.0,5.999215487205519e-06
380,0.0,0,1,739,12,114114,0.0,0.0,0.0,0.0
381,0.0,30,1,739,50,114076,0.0,0.04059539918809202,0.0,5.259651460429889e-06
382,0.0,10,1,739,131,113995,0.0,0.013531799729364006,0.0,6.696423339847837e-07
383,0.0,20,1,739,39,114087,0.0,0.02706359945872801,0.0,4.494995160013961e-06
384,0.0,309,2,738,709,113417,0.0,0.20934959349593496,0.0,3.842678838117678e-06
385,0.0,58,1,739,1049,113077,0.0,0.07848443843031123,0.0,4.889655110958794e-07
386,0.0,4,1,739,88,114038,0.0,0.005412719891745603,0.0,3.985912191948776e-07
387,0.0,7,1,739,25,114101,0.0,0.009472259810554804,0.0,2.4539662229077747e-06
388,0.0,47,1,739,182,113944,0.0,0.06359945872801083,0.0,2.2663918963855773e-06
389,2.0,278,2,738,193,113933,0.5,0.18834688346883469,5.369271658299552e-05,1.264264530708417e-05
390,1.0,465,2,738,403,113723,0.25,0.3150406504065041,6.157294238619781e-06,1.014611075900349e-05
391,0.0,49,1,739,16,114110,0.0,0.06630581867388363,0.0,2.6838138638156164e-05
392,0.0,17,1,739,55,114071,0.0,0.023004059539918808,0.0,2.7096361835252527e-06
393,0.0,0,1,739,49,114077,0.0,0.0,0.0,0.0
394,0.0,9,1,739,275,113851,0.0,0.012178619756427604,0.0,2.874570511218411e-07
395,0.0,11,1,739,91,114035,0.0,0.014884979702300407,0.0,1.0600177215689997e-06
396,1.0,26,2,738,480,113646,0.25,0.017615176151761516,4.340277777777778e-06,4.7662624876077174e-07
397,0.0,53,1,739,131,113995,0.0,0.07171853856562922,0.0,3.5491043701193537e-06
398,0.0,14,1,739,56,114070,0.0,0.018944519621109608,0.0,2.191636714298238e-06
399,0.0,77,1,739,59,114067,0.0,0.10419485791610285,0.0,1.1441387480714946e-05
400,0.0,25,1,739,61,114065,0.0,0.03382949932341001,0.0,3.5930045638343968e-06
401,0.0,49,1,739,8,114118,0.0,0.06630581867388363,0.0,5.367251441490387e-05
402,0.0,13,1,739,40,114086,0.0,0.017591339648173207,0.0,2.8487281524464e-06
403,0.0,226,1,739,23,114103,0.0,0.30581867388362655,0.0,8.611593872660438e-05
404,0.0,7,1,739,19,114107,0.0,0.009472259810554804,0.0,3.2287331419770825e-06
405,0.0,56,1,739,42,114084,0.0,0.07577807848443843,0.0,1.1687294741886095e-05
406,0.0,1,1,739,121,114005,0.0,0.0013531799729364006,0.0,7.249210832785716e-08
407,0.0,33,1,739,135,113991,0.0,0.044654939106901215,0.0,2.1444188088923198e-06
408,0.0,79,1,739,56,114070,0.0,0.10690121786197564,0.0,1.2367092887825771e-05
409,2.0,399,2,738,228,113898,0.5,0.2703252032520325,3.8473376423514926e-05,1.53646244885775e-05
410,0.0,11,1,739,137,113989,0.0,0.014884979702300407,0.0,7.043835001879103e-07
411,8.0,806,2,738,530,113596,2.0,0.5460704607046071,2.847988608045568e-05,1.338739671274633e-05
412,0.0,15,1,739,22,114104,0.0,0.02029769959404601,0.0,5.975409992797639e-06
413,0.0,63,1,739,15,114111,0.0,0.08525033829499323,0.0,3.680626758156532e-05
414,0.0,47,1,739,64,114062,0.0,0.06359945872801083,0.0,6.438384387438411e-06
415,0.0,33,1,739,58,114068,0.0,0.044654939106901215,0.0,4.9879503212240004e-06
416,0.0,25,1,739,195,113931,0.0,0.03382949932341001,0.0,1.1252874828196733e-06
417,0.0,25,1,739,97,114029,0.0,0.03382949932341001,0.0,2.260231684596783e-06
418,0.0,271,1,739,449,113677,0.0,0.36671177266576455,0.0,5.3094599117458046e-06
419,0.0,176,1,739,20,114106,0.0,0.2381596752368065,0.0,7.712127320211032e-05
420,0.0,136,1,739,42,114084,0.0,0.18403247631935046,0.0,2.838343008743766e-05
421,0.0,125,1,739,163,113963,0.0,0.16914749661705006,0.0,6.729124063460701e-06
422,6.0,754,2,738,1110,113016,1.5,0.510840108401084,4.869734599464329e-06,6.010470015566639e-06
423,4.0,327,4,736,359,113767,0.25,0.11107336956521739,3.1036382399267544e-05,8.006394734407197e-06
424,0.0,376,1,739,216,113910,0.0,0.5087956698240866,0.0,1.5281720136429995e-05
425,0.0,11,1,739,22,114104,0.0,0.014884979702300407,0.0,4.381967328051602e-06
426,0.0,95,1,739,408,113718,0.0,0.12855209742895804,0.0,2.047548648893772e-06
427,1.0,512,2,738,374,113752,0.25,0.34688346883468835,7.149189281935428e-06,1.203481219863608e-05
428,0.0,66,1,739,57,114069,0.0,0.08930987821380243,0.0,1.0150827453927931e-05
429,0.0,87,1,739,40,114086,0.0,0.11772665764546685,0.0,1.9064565327910525e-05
430,0.0,116,1,739,114,114012,0.0,0.15696887686062247,0.0,8.92488386879559e-06
431,0.0,88,1,739,40,114086,0.0,0.11907983761840325,0.0,1.9283698262714093e-05
432,0.0,232,2,738,172,113954,0.0,0.15718157181571815,0.0,1.1836681549593043e-05
433,0.0,19,1,739,34,114092,0.0,0.02571041948579161,0.0,4.898008005922981e-06
434,0.0,176,2,738,349,113777,0.0,0.11924119241192412,0.0,4.432336889435835e-06
435,0.0,151,1,739,521,113605,0.0,0.20433017591339647,0.0,2.5511839732257466e-06
436,0.0,53,1,739,17,114109,0.0,0.07171853856562922,0.0,2.732165787820005e-05
437,0.0,194,1,739,99,114027,0.0,0.2625169147496617,0.0,1.7185368023327452e-05
438,0.0,325,1,739,216,113910,0.0,0.4397834912043302,0.0,1.320893362856316e-05
439,0.0,23,1,739,441,113685,0.0,0.03112313937753721,0.0,4.5876056657727815e-07
440,0.0,254,1,739,226,113900,0.0,0.34370771312584575,0.0,9.86737318094587e-06
441,0.0,44,1,739,7,114119,0.0,0.05953991880920163,0.0,5.508034845831356e-05
442,6.0,298,3,737,1171,112955,0.6666666666666666,0.1347806422433288,4.375598454246919e-06,2.252962220053851e-06
443,0.0,5,1,739,75,114051,0.0,0.006765899864682003,0.0,5.845338196654713e-07
444,2.0,457,2,738,529,113597,0.5,0.30962059620596205,7.1469155699129145e-06,7.604902769321183e-06
445,0.0,0,1,739,18,114108,0.0,0.0,0.0,0.0
446,0.0,116,1,739,276,113850,0.0,0.15696887686062247,0.0,3.6916104969035024e-06
447,0.0,28,1,739,86,114040,0.0,0.037889039242219216,0.0,2.854975406426142e-06
448,0.0,27,1,739,137,113989,0.0,0.036535859269282815,0.0,1.7289413186430526e-06
449,0.0,88,1,739,60,114066,0.0,0.11907983761840325,0.0,1.2858052940110696e-05
450,0.0,51,1,739,28,114098,0.0,0.06901217861975643,0.0,1.59637204107747e-05
451,0.0,2,1,739,144,113982,0.0,0.0027063599458728013,0.0,1.2185159840052717e-07
452,0.0,177,1,739,288,113838,0.0,0.2395128552097429,0.0,5.398753784617907e-06
453,0.0,721,1,739,184,113942,0.0,0.9756427604871448,0.0,3.439011304759935e-05
454,0.0,120,2,738,247,113879,0.0,0.08130081300813008,0.0,4.266194465302383e-06
455,0.0,7,1,739,253,113873,0.0,0.009472259810554804,0.0,2.42972295361704e-07
456,0.0,56,1,739,85,114041,0.0,0.07577807848443843,0.0,5.7770760464373755e-06
457,0.0,478,1,739,691,113435,0.0,0.6468200270635994,0.0,6.098215589399235e-06
458,0.0,82,1,739,48,114078,0.0,0.11096075778078485,0.0,1.4975133972661979e-05
459,0.0,193,2,738,176,113950,0.0,0.13075880758807587,0.0,9.62343930751127e-06
460,0.0,133,1,739,72,114054,0.0,0.17997293640054127,0.0,1.619603189911991e-05
461,2.0,22,2,738,424,113702,0.5,0.014905149051490514,1.1124955500178e-05,4.5634019149030087e-07
